diff_resolution,diff_framerate,diff_bitrate,diff_ratio,frames,umem,duration,size,codec_vp8,codec_h264,codec_mpeg4,o_codec_vp8,o_codec_h264,o_codec_mpeg4,utime
-844800,-14.969999999999999,-2763207,-0.4444444444444444,975,217080,64.933,1921961,0,0,0,1,0,0,20.833
1766400,0.06593300000000113,-1428997,0.4444444444444444,6843,219656,273.816,53770740,1,0,0,1,0,0,16.365
-896256,-3.0,-4943584,-0.5555555555555554,3733,312596,311.1,2193902,0,0,1,0,1,0,22.197
-1900800,10.0,-548,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,21.589
-1900800,18.093458,-2679989,-0.4444444444444444,3220,660364,107.443,4297868,1,0,0,0,1,0,75.185
-1996800,0.0,55017,-0.4444444444444444,11826,219656,473.0,9697521,0,1,0,0,0,1,13.561
-748800,18.0,140461,-0.4444444444444444,2318,319448,77.233,3692330,0,1,0,0,1,0,19.017
-1900800,0.0,-2627999,-0.4444444444444444,1318,646420,52.68,2449633,0,1,0,0,1,0,143.037
1900800,5.0,5883818,0.4444444444444444,1170,215712,39.055,29256190,0,1,0,0,0,1,10.345
-1152000,0.41983000000000104,885960,0.0,1793,155028,59.883,7447655,1,0,0,0,0,1,14.801
0,5.0,-422888,0.0,3330,216820,110.966995,5508291,0,1,0,0,1,0,16.693
614400,-4.969999999999999,2829589,0.4444444444444444,3945,216064,157.80167,56918844,0,1,0,0,1,0,12.585
134400,18.062963,-2347033,0.0,8117,219480,270.655,22091130,1,0,0,0,1,0,16.801
-896256,-12.0,-485293,-0.5555555555555554,2128,309104,177.33333,1190517,0,0,1,0,1,0,29.042
0,5.0,5172818,0.0,1170,675508,39.055,29256190,0,1,0,0,1,0,96.202
-2048256,-13.0,-482283,-0.5555555555555554,839,633740,69.93833,495843,0,0,1,0,1,0,50.411
-896256,-12.0,-766293,-0.5555555555555554,2128,163064,177.33333,1190517,0,0,1,1,0,0,11.745
-1996800,-19.2942476,-175320,-0.4444444444444444,2579,645964,452.689,3773200,1,0,0,0,1,0,49.715
-748800,5.0,-4617539,-0.4444444444444444,2318,219480,77.233,3692330,0,1,0,1,0,0,22.981
-748800,1.0,296452,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,14.765
-2048256,-3.0,-765410,-0.5555555555555554,1564,630544,130.35667,889537,0,0,1,0,1,0,52.987
-614400,0.039877000000000606,516982,-0.4444444444444444,8163,212772,326.583,43108248,1,0,0,1,0,0,19.821
-1152000,1.0278470000000013,-3388058,0.0,9886,658976,395.44,79678319,1,0,0,0,1,0,64.504
-1766400,-4.969999999999999,-308153,-0.4444444444444444,9778,219480,391.08,11284995,0,1,0,0,0,1,15.113
-281856,-17.97,-2947217,-0.11111111111111094,3478,139940,290.01666,1913509,0,0,1,0,1,0,24.894
-1900800,14.0,-2593092,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,1,0,0,31.046
844800,-4.969999999999999,2065589,0.4444444444444444,3945,216064,157.80167,56918844,0,1,0,0,1,0,10.373
-1766400,-4.930122999999998,235982,-0.4444444444444444,8163,212772,326.583,43108248,1,0,0,0,0,1,15.897
-1996800,5.0,-666941,-0.4444444444444444,7494,642404,250.017,4783444,0,1,0,0,1,0,64.588
-1766400,-4.824960999999998,-137277,-0.4444444444444444,3294,660952,131.76,1724802,1,0,0,0,1,0,43.671
-1900800,-0.9699999999999989,-132092,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,1,0,0,42.623
-1996800,-6.2942476,10680,-0.4444444444444444,2579,644020,452.689,3773200,1,0,0,0,1,0,28.226
-748800,4.0,-58875,-0.4444444444444444,8755,219480,292.092,17530090,0,1,0,1,0,0,23.845
-1996800,5.0,-257358,-0.4444444444444444,13230,219656,440.967,15524405,0,1,0,1,0,0,32.218
-1996800,13.075659000000002,-4865666,-0.4444444444444444,7623,658320,304.927,5120280,1,0,0,0,1,0,78.525
-2048256,-17.97,-764695,-0.5555555555555554,894,632912,74.535,515272,0,0,1,0,1,0,63.332
-1996800,4.0,-4760664,-0.4444444444444444,6078,613556,203.198,6079081,0,0,0,0,1,0,137.493
-1152000,14.968605,2446309,0.0,25773,262064,860.056,289012098,1,0,0,1,0,0,39.49
-1996800,3.0,-5207,-0.4444444444444444,975,217080,64.933,1921961,0,0,0,1,0,0,18.069
0,14.968605,1868309,0.0,25773,262564,860.056,289012098,1,0,0,1,0,0,26.926
844800,5.007017000000001,-605374,0.4444444444444444,34208,219480,1140.349,341338789,1,0,0,0,1,0,16.105
-2048256,0.0,-2945410,-0.5555555555555554,1564,87124,130.35667,889537,0,0,1,1,0,0,32.35
614400,0.011791999999999803,113356,0.4444444444444444,21407,164988,714.371,58253046,1,0,0,1,0,0,13.473
-748800,15.0,273461,-0.4444444444444444,2318,319312,77.233,3692330,0,1,0,0,1,0,16.309
-1900800,18.062992,-559333,-0.4444444444444444,7636,221160,254.922,8306231,1,0,0,1,0,0,20.965
-844800,14.0,49150,-0.4444444444444444,6491,193048,216.55,7881069,0,1,0,1,0,0,10.769
-2048256,-3.0,-1410,-0.5555555555555554,1564,87048,130.35667,889537,0,0,1,1,0,0,17.921
-844800,-0.9699999999999989,-299664,-0.4444444444444444,6078,221160,203.198,6079081,0,0,0,0,0,1,11.421
2048256,18.0,5936818,0.5555555555555554,1170,216020,39.055,29256190,0,1,0,0,1,0,11.401
-1766400,5.0,-2190744,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,0,0,1,13.249
-230400,17.0,-552968,0.0,4913,219656,163.897,5470732,0,0,0,0,1,0,11.393
0,-9.0,152572,0.0,956,219656,63.667,7740095,0,1,0,1,0,0,12.565
614400,14.968605,1868309,0.4444444444444444,25773,262564,860.056,289012098,1,0,0,1,0,0,15.793
-1996800,0.0,-4749724,-0.4444444444444444,6382,642292,255.28,7986338,0,0,0,0,1,0,164.274
-748800,-4.969999999999999,482452,-0.4444444444444444,5628,322092,225.08,15149369,0,1,0,0,1,0,16.133
-614400,-14.969999999999999,-4027428,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,34.534
96000,-4.969999999999999,-4627999,0.0,1318,155028,52.68,2449633,0,1,0,0,1,0,15.757
-2048256,-13.0,-190775,-0.5555555555555554,792,633596,67.583336,432749,0,0,1,0,1,0,36.426
-1766400,-0.9699999999999989,152191,-0.4444444444444444,2333,652684,77.809,3833958,0,1,0,0,1,0,54.343
-614400,-0.9699999999999989,-10744,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,0,0,1,10.285
-1900800,17.0,-527116,-0.4444444444444444,4136,97944,137.971,5051187,0,1,0,1,0,0,21.733
-748800,5.0,326461,-0.4444444444444444,2318,219480,77.233,3692330,0,1,0,1,0,0,14.453
-1152000,6.007017000000001,2338626,0.0,34208,219480,1140.349,341338789,1,0,0,0,0,1,14.949
-748800,0.0,-519563,-0.4444444444444444,12266,328012,490.6,18424328,0,1,0,0,1,0,37.398
-1900800,5.0,-413092,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,1,0,0,37.446
-1900800,15.0,-422888,-0.4444444444444444,3330,643296,110.966995,5508291,0,1,0,0,1,0,61.852
-1900800,10.0,-2699563,-0.4444444444444444,12266,659100,490.6,18424328,0,1,0,0,1,0,76.097
-1900800,13.113636,-793032,-0.4444444444444444,4420,586592,176.901,596349,1,0,0,0,1,0,11.409
0,-4.969999999999999,607586,0.0,2669,219480,106.765,11338266,0,1,0,1,0,0,18.733
-748800,0.030000000000001137,-2602888,-0.4444444444444444,3330,216820,110.966995,5508291,0,1,0,1,0,0,30.45
-1900800,6.029411,-633105,-0.4444444444444444,1021,165700,34.168,798230,1,0,0,1,0,0,33.286
-1152000,-1.0,2151484,0.0,4017,219656,167.39166,46189307,0,1,0,0,0,1,13.721
-896256,0.0,-2943892,-0.5555555555555554,10879,318892,906.5983,6358485,0,0,1,0,1,0,36.978
-1900800,15.291666,-2510250,-0.4444444444444444,1454,100316,48.466,2967031,1,0,0,0,0,1,11.269
-614400,15.062963,543967,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,1,0,0,15.341
-134400,6.0,-4602888,0.0,3330,216820,110.966995,5508291,0,1,0,1,0,0,11.781
-748800,0.0,-4699563,-0.4444444444444444,12266,329392,490.6,18424328,0,1,0,0,1,0,67.44
-896256,-13.0,-764604,-0.5555555555555554,3803,165700,316.95166,2194752,0,0,1,1,0,0,13.169
-2048256,0.0,-2947217,-0.5555555555555554,3478,134424,290.01666,1913509,0,0,1,1,0,0,29.066
-1766400,14.0,461364,-0.4444444444444444,13746,679428,458.625,29659524,0,1,0,0,1,0,20.285
0,17.981792,-2347644,0.0,21407,164988,714.371,58253046,1,0,0,1,0,0,17.497
-1900800,15.029198000000001,-4860209,-0.4444444444444444,8228,216820,274.541,4797322,1,0,0,1,0,0,27.798
-281856,0.0,-766293,-0.11111111111111094,2128,164736,177.33333,1190517,0,0,1,0,1,0,11.813
-748800,6.0,-156539,-0.4444444444444444,2318,319956,77.233,3692330,0,1,0,0,1,0,36.558
0,-6.969999999999999,-4491840,0.0,6882,216820,286.995,18229956,0,1,0,0,1,0,24.118
-1996800,-1.0,-575509,-0.4444444444444444,4081,608920,340.424,10403848,0,0,0,0,1,0,45.711
-748800,5.093457999999998,-4679989,-0.4444444444444444,3220,216820,107.443,4297868,1,0,0,1,0,0,23.449
-844800,10.0,8276,-0.4444444444444444,6382,307432,255.28,7986338,0,0,0,0,1,0,21.293
-2048256,-18.0,-2945662,-0.5555555555555554,344,221160,49.178333,334032,0,0,1,1,0,0,10.265
0,1.0,2643589,0.0,3945,216020,157.80167,56918844,0,1,0,1,0,0,27.922
-748800,0.05919800000000208,83791,-0.4444444444444444,8228,320160,274.541,4797322,1,0,0,0,1,0,16.333
-748800,-4.969999999999999,-531295,-0.4444444444444444,1056,327804,42.2,1522924,0,1,0,0,1,0,31.606
-134400,14.0,-4593092,0.0,4733,219464,157.891,8030894,0,1,0,0,1,0,17.097
0,0.027847000000001287,-3388058,0.0,9886,317912,395.44,79678319,1,0,0,0,1,0,25.594
-844800,17.0,-271968,-0.4444444444444444,4913,299516,163.897,5470732,0,0,0,0,1,0,22.357
-896256,0.0,-2943892,-0.5555555555555554,10879,165668,906.5983,6358485,0,0,1,1,0,0,13.221
-1996800,4.0,-2664,-0.4444444444444444,6078,611940,203.198,6079081,0,0,0,0,1,0,40.783
-134400,4.0,-4644378,0.0,24216,88112,807.974,35916740,0,1,0,1,0,0,14.149
-96000,1.0,-77983,0.0,11826,220900,473.0,9697521,0,1,0,0,1,0,10.977
-1766400,5.062963,543967,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,0,0,1,13.541
0,5.052520000000001,1145100,0.0,14305,165700,476.957,82698405,1,0,0,1,0,0,16.129
-1900800,0.05919800000000208,-2860209,-0.4444444444444444,8228,216064,274.541,4797322,1,0,0,0,0,1,15.829
-1996800,5.0,-247850,-0.4444444444444444,6491,195204,216.55,7881069,0,1,0,1,0,0,32.986
-1152000,5.002231999999999,1943426,0.0,13441,654136,448.575,115083398,1,0,0,0,1,0,46.639
-614400,17.0,107432,-0.4444444444444444,11523,217568,384.451,31065203,0,1,0,1,0,0,12.633
0,8.0,2999648,0.0,7830,705728,326.58832,244926878,0,1,0,0,1,0,103.542
-844800,1.0,-540827,-0.4444444444444444,456,219480,33.09,1154731,0,1,0,1,0,0,13.605
-1766400,10.0,317834,-0.4444444444444444,7065,221152,282.56,19773349,0,1,0,1,0,0,21.909
-1766400,-0.9699999999999989,-4190744,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,0,0,1,16.305
-896256,-17.97,-2946293,-0.5555555555555554,2128,163064,177.33333,1190517,0,0,1,1,0,0,12.685
-96000,-0.9699999999999989,-2768704,0.0,5694,218664,189.956,5492026,0,0,0,0,1,0,16.541
844800,5.002231999999999,1232426,0.4444444444444444,13441,217080,448.575,115083398,1,0,0,0,1,0,11.881
-1996800,1.0,141276,-0.4444444444444444,6382,216820,255.28,7986338,0,0,0,0,0,1,13.501
0,10.0,2829589,0.0,3945,216020,157.80167,56918844,0,1,0,1,0,0,18.497
0,5.062992000000001,-4739333,0.0,7636,221160,254.922,8306231,1,0,0,0,1,0,20.437
-1152000,5.0,2703449,0.0,1109,219480,37.011665,12766479,0,1,0,0,0,1,15.485
-134400,5.0,258449,0.0,6676,217348,222.53334,13920824,0,1,0,0,1,0,11.213
-1996800,-4.969999999999999,-266727,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,38.642
-1766400,-14.969999999999999,-4027428,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,57.932
-844800,10.0,-4727727,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,22.797
-96000,-2.0,-2720827,0.0,456,219480,33.09,1154731,0,1,0,0,1,0,15.101
-96000,0.0756590000000017,-685666,0.0,7623,216820,304.927,5120280,1,0,0,0,1,0,11.433
-1152000,-0.0013949999999987028,-2311691,0.0,25773,262784,860.056,289012098,1,0,0,1,0,0,98.238
0,5.38983,174960,0.0,1793,155028,59.883,7447655,1,0,0,1,0,0,19.013
-1152000,6.002231999999999,-2947574,0.0,13441,217080,448.575,115083398,1,0,0,0,0,1,15.821
0,-4.969999999999999,-2699563,0.0,12266,219480,490.6,18424328,0,1,0,0,1,0,15.793
0,0.0,-4461548,0.0,5628,216820,225.08,15149369,0,1,0,0,1,0,14.361
-614400,4.0,-463963,-0.4444444444444444,2593,219656,86.486,3849030,0,1,0,1,0,0,16.121
1766400,8.0,5757648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,1,0,0,13.917
-1996800,-0.9699999999999989,183336,-0.4444444444444444,6078,610516,203.198,6079081,0,0,0,0,1,0,37.406
-748800,15.0,-141888,-0.4444444444444444,3330,216820,110.966995,5508291,0,1,0,1,0,0,14.313
-1900800,13.0,-38802,-0.4444444444444444,5978,675092,239.14166,14952277,0,1,0,0,1,0,50.131
-1900800,6.0,444449,-0.4444444444444444,6676,646220,222.53334,13920824,0,1,0,0,1,0,30.43
-1900800,0.030000000000001137,326461,-0.4444444444444444,2318,644004,77.233,3692330,0,1,0,0,1,0,47.891
614400,-0.9699999999999989,955703,0.4444444444444444,12795,219480,426.945,56821235,0,1,0,0,1,0,12.881
-748800,1.0,130001,-0.4444444444444444,1318,140080,52.68,2449633,0,1,0,1,0,0,18.269
-844800,5.0,-552968,-0.4444444444444444,4913,219656,163.897,5470732,0,0,0,1,0,0,17.773
-230400,-14.0,2491,0.0,4081,221152,340.424,10403848,0,0,0,0,1,0,10.877
0,6.093457999999998,-2679989,0.0,3220,216820,107.443,4297868,1,0,0,0,1,0,16.409
844800,-0.9699999999999989,-240551,0.4444444444444444,1109,219480,37.011665,12766479,0,1,0,0,1,0,18.453
-1996800,6.0,36837,-0.4444444444444444,2538,81292,84.567,2947560,0,0,0,0,0,1,15.837
-748800,4.0,27054,-0.4444444444444444,6520,323264,217.518,2258222,0,1,0,0,1,0,12.861
-1996800,5.0,49150,-0.4444444444444444,6491,180716,216.55,7881069,0,1,0,0,0,1,12.169
614400,15.007017000000001,1855626,0.4444444444444444,34208,219480,1140.349,341338789,1,0,0,0,1,0,17.569
-844800,-4.969999999999999,216273,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,17.281
-1900800,-13.969999999999999,-2702627,-0.4444444444444444,3280,114008,204.938,7617894,0,1,0,0,0,1,14.273
-134400,-2.0,266160,0.0,6882,216820,286.995,18229956,0,1,0,0,1,0,14.465
-230400,-0.9699999999999989,-4732968,0.0,4913,219656,163.897,5470732,0,0,0,0,1,0,28.182
-1900800,13.0,-166999,-0.4444444444444444,1318,140080,52.68,2449633,0,1,0,1,0,0,23.701
-1152000,4.0,1939449,0.0,1109,219480,37.011665,12766479,0,1,0,0,0,0,10.069
-748800,0.0,-531295,-0.4444444444444444,1056,216820,42.2,1522924,0,1,0,1,0,0,16.837
-1900800,-0.9699999999999989,371125,-0.4444444444444444,8755,646592,292.092,17530090,0,1,0,0,1,0,46.415
-844800,-0.9699999999999989,-247850,-0.4444444444444444,6491,195860,216.55,7881069,0,1,0,1,0,0,20.101
0,-11.517333,738075,0.0,10112,165700,750.433,74487589,1,0,0,1,0,0,15.253
134400,4.522387999999999,-60406,0.0,5733,98776,201.165,19100478,1,0,0,0,1,0,19.145
-2048256,-18.0,-54662,-0.5555555555555554,344,221152,49.178333,334032,0,0,1,0,0,1,10.621
-1900800,0.0,-4627999,-0.4444444444444444,1318,140080,52.68,2449633,0,1,0,0,0,1,15.541
-1900800,0.0,-4699563,-0.4444444444444444,12266,219480,490.6,18424328,0,1,0,1,0,0,50.007
-748800,6.093457999999998,-218989,-0.4444444444444444,3220,324320,107.443,4297868,1,0,0,0,1,0,35.882
-748800,0.0,-2699563,-0.4444444444444444,12266,219480,490.6,18424328,0,1,0,0,0,1,11.005
-147456,-17.97,-2944695,-0.11111111111111094,894,219464,74.535,515272,0,0,1,0,1,0,10.949
-748800,1.0,46705,-0.4444444444444444,1056,216820,42.2,1522924,0,1,0,1,0,0,14.785
-896256,0.0,-2944448,-0.5555555555555554,1184,312484,98.683334,685260,0,0,1,0,1,0,18.245
-134400,18.062992,-4739333,0.0,7636,221160,254.922,8306231,1,0,0,0,1,0,23.049
-1152000,11.979220999999999,-4558138,0.0,9232,585272,385.052,21267505,1,0,0,0,1,0,33.822
-2048256,-12.0,717,-0.5555555555555554,839,632956,69.93833,495843,0,0,1,0,1,0,28.71
0,1.0,2643589,0.0,3945,346712,157.80167,56918844,0,1,0,0,1,0,25.766
0,15.0,-2602888,0.0,3330,216820,110.966995,5508291,0,1,0,0,1,0,16.201
0,0.0,-319802,0.0,5978,120904,239.14166,14952277,0,1,0,0,1,0,14.677
-1152000,-0.02077900000000099,199862,0.0,9232,219480,385.052,21267505,1,0,0,1,0,0,34.806
-1900800,-0.9699999999999989,297908,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,1,0,0,34.366
0,-10.0,-4027428,0.0,956,219656,63.667,7740095,0,1,0,0,1,0,29.334
1996800,-2.0,2838852,0.4444444444444444,3050,217544,127.221664,48993895,0,1,0,0,1,0,13.401
-1152000,1.0278470000000013,791942,0.0,9886,221160,395.44,79678319,1,0,0,0,0,1,11.309
-230400,12.0,-4779201,0.0,19854,130868,827.209,22830964,0,0,0,0,1,0,24.754
1152000,18.0,5453818,0.0,1170,215940,39.055,29256190,0,1,0,1,0,0,20.177
1766400,18.0,5750818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,0,0,1,10.105
-2048256,-17.97,-481435,-0.5555555555555554,3074,219480,256.20834,1843600,0,0,1,0,0,1,14.085
-147456,-17.97,-767217,-0.11111111111111094,3478,139932,290.01666,1913509,0,0,1,0,1,0,11.753
-748800,6.0,-4499551,-0.4444444444444444,6676,324416,222.53334,13920824,0,1,0,0,1,0,60.812
-2048256,-3.0,-483695,-0.5555555555555554,894,219200,74.535,515272,0,0,1,1,0,0,21.073
-2048256,-17.97,-52892,-0.5555555555555554,10879,165668,906.5983,6358485,0,0,1,1,0,0,17.849
-1766400,6.062963,-2347033,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,0,0,1,14.069
-1766400,13.145039,-4895277,-0.4444444444444444,3294,659004,131.76,1724802,1,0,0,0,1,0,34.57
-1152000,-4.942152999999998,-3388058,0.0,9886,221160,395.44,79678319,1,0,0,1,0,0,25.43
-1996800,-14.0,-2755509,-0.4444444444444444,4081,221152,340.424,10403848,0,0,0,1,0,0,26.954
1900800,0.030000000000001137,5936818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,1,0,0,13.417
-748800,0.030000000000001137,-319551,-0.4444444444444444,6676,323764,222.53334,13920824,0,1,0,0,1,0,38.758
2048256,-1.0,2838852,0.5555555555555554,3050,217544,127.221664,48993895,0,1,0,0,1,0,10.553
0,0.030000000000001137,5453818,0.0,1170,216020,39.055,29256190,0,1,0,0,0,0,13.325
-2048256,-17.97,-2944448,-0.5555555555555554,1184,217880,98.683334,685260,0,0,1,1,0,0,16.777
-2048256,-17.97,-1410,-0.5555555555555554,1564,102092,130.35667,889537,0,0,1,0,0,1,13.517
-1900800,15.029198000000001,-399209,-0.4444444444444444,8228,216820,274.541,4797322,1,0,0,1,0,0,23.409
-1152000,17.0,-240551,0.0,1109,674508,37.011665,12766479,0,1,0,0,1,0,91.322
-1900800,0.1234579999999994,-499989,-0.4444444444444444,3220,666996,107.443,4297868,1,0,0,0,1,0,85.077
1152000,18.0,5453818,0.0,1170,376476,39.055,29256190,0,1,0,0,1,0,42.239
-1996800,0.0756590000000017,-4865666,-0.4444444444444444,7623,216820,304.927,5120280,1,0,0,0,0,1,14.057
-1900800,4.0,-2309959,-0.4444444444444444,2417,219480,80.536,6946645,0,1,0,0,0,1,15.341
1996800,5.0,5883818,0.4444444444444444,1170,216020,39.055,29256190,0,1,0,0,1,0,15.405
-2048256,-13.0,-695,-0.5555555555555554,894,219200,74.535,515272,0,0,1,0,0,1,11.921
-1996800,1.0,-266727,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,36.194
-1900800,14.0,-2519875,-0.4444444444444444,8755,219480,292.092,17530090,0,1,0,1,0,0,41.339
-844800,0.0,-4727727,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,0,0,1,13.177
-1152000,-11.517333,-25925,0.0,10112,679736,750.433,74487589,1,0,0,0,1,0,60.912
-1900800,13.0,-4699563,-0.4444444444444444,12266,657572,490.6,18424328,0,1,0,0,1,0,76.813
-1900800,5.093457999999998,211011,-0.4444444444444444,3220,216820,107.443,4297868,1,0,0,0,0,1,12.377
0,-6.969999999999999,2541852,0.0,3050,707440,127.221664,48993895,0,1,0,0,1,0,74.877
1152000,-4.904066999999998,1032003,0.0,6843,219656,273.816,53770740,1,0,0,1,0,0,24.614
-614400,5.0,114037,-0.4444444444444444,2593,333360,86.486,3849030,0,1,0,0,1,0,20.593
-748800,5.029411,-55105,-0.4444444444444444,1021,165700,34.168,798230,1,0,0,1,0,0,16.193
-1996800,0.0,163273,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,0,0,1,15.453
0,-5.990779,199862,0.0,9232,307516,385.052,21267505,1,0,0,0,1,0,23.033
-1766400,4.0,-182963,-0.4444444444444444,2593,219656,86.486,3849030,0,1,0,1,0,0,33.794
-147456,0.0,-2945410,-0.11111111111111094,1564,95468,130.35667,889537,0,0,1,0,1,0,11.933
-1900800,8.0,-311840,-0.4444444444444444,6882,647084,286.995,18229956,0,1,0,0,1,0,54.375
-2048256,-17.97,-2944448,-0.5555555555555554,1184,217864,98.683334,685260,0,0,1,0,0,1,12.321
-844800,5.0,-4732968,-0.4444444444444444,4913,219656,163.897,5470732,0,0,0,1,0,0,18.889
-1900800,-6.969999999999999,-311840,-0.4444444444444444,6882,646880,286.995,18229956,0,1,0,0,1,0,77.525
-134400,1.0,-38802,0.0,5978,149620,239.14166,14952277,0,1,0,0,1,0,19.941
0,5.0,-2353568,0.0,11523,217568,384.451,31065203,0,1,0,1,0,0,10.033
1996800,0.030000000000001137,5883818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,1,0,0,11.517
-748800,6.029411,130895,-0.4444444444444444,1021,165700,34.168,798230,1,0,0,1,0,0,14.021
-1996800,1.0,194276,-0.4444444444444444,6382,216820,255.28,7986338,0,0,0,1,0,0,29.87
-748800,-13.969999999999999,-4702627,-0.4444444444444444,3280,323340,204.938,7617894,0,1,0,0,1,0,43.019
-896256,-13.0,-4943283,-0.5555555555555554,839,312712,69.93833,495843,0,0,1,0,1,0,39.706
1152000,8.0,5757648,0.0,7830,392604,326.58832,244926878,0,1,0,0,1,0,33.65
1996800,-6.969999999999999,3024852,0.4444444444444444,3050,217544,127.221664,48993895,0,1,0,0,1,0,11.901
-614400,0.0,863572,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,17.817
-896256,0.0,-604,-0.5555555555555554,3803,316012,316.95166,2194752,0,0,1,0,1,0,13.273
-1766400,-4.969999999999999,-260166,-0.4444444444444444,7065,221152,282.56,19773349,0,1,0,0,0,1,14.857
-2048256,-13.0,-186604,-0.5555555555555554,3803,165700,316.95166,2194752,0,0,1,1,0,0,20.233
0,-16.487333,738075,0.0,10112,165700,750.433,74487589,1,0,0,0,0,1,10.417
614400,14.0,-1935297,0.4444444444444444,12795,219480,426.945,56821235,0,1,0,0,1,0,22.429
-96000,5.0,-545567,0.0,4100,90052,136.77,4691778,0,0,0,0,1,0,14.161
-2048256,-12.0,-4943892,-0.5555555555555554,10879,647276,906.5983,6358485,0,0,1,0,1,0,93.67
-896256,-17.97,-2944604,-0.5555555555555554,3803,319868,316.95166,2194752,0,0,1,0,1,0,44.463
-844800,4.0,-2732968,-0.4444444444444444,4913,309864,163.897,5470732,0,0,0,0,1,0,56.364
-134400,0.030000000000001137,140461,0.0,2318,219480,77.233,3692330,0,1,0,0,1,0,15.681
134400,-10.0,-2027428,0.0,956,219656,63.667,7740095,0,1,0,0,1,0,19.101
-147456,-12.0,-2943892,-0.11111111111111094,10879,165668,906.5983,6358485,0,0,1,0,1,0,10.825
-2048256,-13.0,-52892,-0.5555555555555554,10879,165668,906.5983,6358485,0,0,1,0,0,1,12.113
230400,6.062963,-4347033,0.0,8117,219480,270.655,22091130,1,0,0,0,1,0,14.865
-896256,-17.97,-2943283,-0.5555555555555554,839,312524,69.93833,495843,0,0,1,0,1,0,42.823
-1766400,13.021740000000001,-790904,-0.4444444444444444,9208,221152,368.32,1339625,1,0,0,1,0,0,13.097
-96000,1.0756590000000017,-4865666,0.0,7623,216820,304.927,5120280,1,0,0,0,1,0,17.033
-1900800,0.0,-638040,-0.4444444444444444,9484,653504,379.32,8627672,0,1,0,0,1,0,53.175
0,0.06593300000000113,-1428997,0.0,6843,219656,273.816,53770740,1,0,0,1,0,0,48.495
614400,5.981791999999999,596356,0.4444444444444444,21407,164888,714.371,58253046,1,0,0,1,0,0,10.269
-1152000,0.0370170000000023,-2605374,0.0,34208,219480,1140.349,341338789,1,0,0,0,0,1,17.537
-1152000,5.002231999999999,1943426,0.0,13441,217080,448.575,115083398,1,0,0,0,0,1,14.753
-1766400,-4.948259999999998,-790904,-0.4444444444444444,9208,632168,368.32,1339625,1,0,0,0,1,0,31.182
96000,0.030000000000001137,-2602888,0.0,3330,216820,110.966995,5508291,0,1,0,0,1,0,15.281
0,-0.9699999999999989,-1935297,0.0,12795,219480,426.945,56821235,0,1,0,1,0,0,29.398
-748800,-0.9699999999999989,448041,-0.4444444444444444,2417,332116,80.536,6946645,0,1,0,0,1,0,37.866
-1766400,0.09296300000000102,596967,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,0,0,1,16.089
-844800,4.0,211032,-0.4444444444444444,4913,308072,163.897,5470732,0,0,0,0,1,0,14.337
-2048256,-3.0,-52892,-0.5555555555555554,10879,648808,906.5983,6358485,0,0,1,0,1,0,26.094
844800,0.030000000000001137,765107,0.4444444444444444,3146,96828,104.88333,17097388,0,1,0,0,1,0,12.765
-844800,5.0,-307704,-0.4444444444444444,5694,218664,189.956,5492026,0,0,0,1,0,0,14.573
-1900800,14.0,605180,-0.4444444444444444,1658,112856,56.649998,5057289,0,1,0,0,0,1,10.609
-748800,4.0,164908,-0.4444444444444444,4733,330356,157.891,8030894,0,1,0,0,1,0,23.297
-1996800,0.0,-2835983,-0.4444444444444444,11826,645824,473.0,9697521,0,1,0,0,1,0,144.621
-748800,-0.9699999999999989,-413092,-0.4444444444444444,4733,327840,157.891,8030894,0,1,0,0,1,0,38.138
0,-1.5173330000000007,-4205925,0.0,10112,324408,750.433,74487589,1,0,0,0,1,0,25.054
